Exercise Name,Equipment,Mechanics,Preparation,Execution,Main_muscle,Difficulty (1-5),Secondary Muscles
Bench Dip,Body Weight,Compound,"Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench, straighten arms, slide rear end off of bench, and position heels on adjacent bench with legs straight.","Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.",Triceps,3,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid"
Bench Dip:  heel on floor,Body Weight,Compound,"Sit on side of bench. Place hands on edge of bench. Position feet away from bench. Straighten arms, slide rear end off of edge of bench, and rest heels on floor with legs straight.","Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise your body and repeat.",Triceps,2,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid"
Close Grip Push-up,Body Weight,Compound,Lie prone with forefeet on floor and hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.,"Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Triceps,3,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid"
Close Grip Push-up:  on knees,Body Weight,Compound,Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight.,"Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.",Triceps,2,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid"
Close Grip Push-up:  Incline on bar,Body Weight,Compound,Grasp horizontal bar (lower than chest height) with hands shoulder width or slightly narrower. Position forefeet back from bar with arms and body straight. Arms should be perpendicular to body.,"Keeping body straight, lower chest to bar by bending arms. Push body up until arms are extended. Repeat.",Triceps,3,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid"
Triceps Dip,Body Weight,Compound,"Mountshoulder width dip bar, arms straight with shoulders above hands. Keep hips straight.",Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.,Triceps,4,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid"
Triceps Extension,Suspended,Isolated,"Grasp handles and step forward between suspension trainers. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet so body is leaning forward at desired angle. Straighten body, so torso is in-line with legs.","Lower body by bending elbows, allowing head to travel between suspension handles. Raise body up and back up until arms are extended. Repeat.",Triceps,2,Posterior Deltoid
Triceps Dip,Self-assisted,Compound,"Stand on bench or elevation between parallel bars. Mountshoulder width dip bar, arms straight with shoulders above hands. Bend knees and place toes on bench or elevation behind and below body.","Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping toes in contact with bench or elevation. When slight stretch is felt in chest or shoulders push body up until arms are straight. Repeat with minimal assistance from legs.",Triceps,4,"Pectoralis Major Sternal, Pectoralis Major Clavicular, Anterior Deltoid"
Curl,Barbell,Isolated,Grasp bar with shoulder width underhand grip.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.",Biceps,2,"Brachialis, Brachioradialis"
Alternating Curl,Cable,Isolated,"Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.","Pull one stirrup up forward and upward toward shoulder while keeping elbow stationary. Return until arm is fully extended. Repeat on other arm, alternating between sides.",Biceps,2,"Brachialis, Brachioradialis"
Curl,Cable,Isolated,Grasp low pulley cable bar with shoulder width underhand grip. Stand close to pulley.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.",Biceps,2,"Brachialis, Brachioradialis"
Curl:  with stirrups,Cable,Isolated,"Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.",Pull stirrups forward and upward toward shoulders while keeping elbows stationary. Return until arms are fully extended. Repeat.,Biceps,2,"Brachialis, Brachioradialis"
Curl:  One Arm Curl,Cable,Isolated,Face low pulley and grasp stirrup cable attachment to one side with underhand grip.,"With elbow to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat. Continue with opposite arm.",Biceps,2,"Brachialis, Brachioradialis"
Curl,Dumbbell,Isolated,"Position two dumbbells to sides, palms facing in, arms straight.","With elbows to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.",Biceps,2,"Brachialis, Brachioradialis"
Incline Curl,Dumbbell,Isolated,"Sit back on 45-60 degree incline bench. With arms hanging down straight, position two dumbbells with palms facing inward.","With elbows back to sides, raise one dumbbell and rotate forearm until forearm is vertical and palm faces shoulder. Lower to original position and repeat with opposite arm. Continue to alternate between sides.",Biceps,3,"Brachialis, Brachioradialis"
Curl,Lever (selectorized),Isolated,Sit on seat and grasp handles with underhand grip.,Raise lever handles until elbows are fully flexed with back of upper arm remaining on pad. Lower handles until arm is fully extended. Repeat.,Biceps,2,"Brachialis, Brachioradialis"
Inverted Biceps Row,Body Weight,Compound,Lay on back under fixed horizontal bar. Grasp bar with shoulder width underhand grip.,"Keeping body straight, pull body up to bar. Return until arms are extended and shoulders are stretched forward. Repeat.",Biceps,3,"Latissimus Dorsi, Brachialis"
Preacher Curl,Barbell,Isolated,Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width underhand grip.,Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Prone Incline Curl,Barbell,Isolated,"Lie prone on incline bench with shoulders near top of incline. Knees can rest on seat or legs can be straddled to sides. From low rack or partner, grasp curl bar with shoulder width underhand grip.",Raise bar until arms are flexed. Lower barbell until arms are fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Concentration Curl,Cable,Isolated,"Facing low pulley cable, sit on seat or bench with legs apart to each side. Grasp stirrup attachment. Place upper arm against inner thigh.",Pull stirrup to front of shoulder until elbow is completely flexed. Lower stirrup until arm is fully extended. Repeat. Continue with opposite arm.,Biceps,2,"Brachialis, Brachioradialis"
Preacher Curl,Cable,Isolated,Sit on preacher bench placing back of arms on pad. Grasp cable bar with shoulder width underhand grip.,Raise cable bar toward shoulders. Lower cable bar until arms are fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Preacher Curl: Stirrups,Cable,Isolated,Grasp cable stirrups with each hand. Sit on preacher bench placing back of arms on pad with palms up.,Raise both stirrups upward toward shoulders. Lower stirrups until arm is fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Concentration Curl,Dumbbell,Isolated,Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.,Raise dumbbell to front of shoulder. Lower dumbbell until arm is fully extended. Repeat. Continue with opposite arm.,Biceps,2,"Brachialis, Brachioradialis"
Preacher Curl,Dumbbell,Isolated,"Grasp dumbbell and sit on preacher bench. With arm bent and palm facing shoulder, place back of arm down on pad.",Lower dumbbell until arm is fully extended. Raise dumbbell until forearm is vertical. Repeat. Continue with opposite arm.,Biceps,3,"Brachialis, Brachioradialis"
Preacher Curl,Lever (plate loaded),Isolated,Sit on curl machine placing back of arms on pad. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever.,Raise lever handles toward shoulders. Lower handles until arms are fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Preacher Curl: arms high,Lever (plate loaded),Isolated,Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.,Pull lever handles toward shoulders. Return handles until arms are fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Preacher Curl,Lever (selectorized),Isolated,Sit on curl machine placing back of arms on pad. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever.,Raise lever handles toward shoulders. Lower handles until arms are fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Preacher Curl: arms high,Lever (selectorized),Isolated,Sit on curl machine. Grasp lever handles with underhand grip. Align elbows at same pivot point as fulcrum of lever while placing back of arms up on pads.,Pull lever handles toward shoulders. Return handles until arms are fully extended. Repeat.,Biceps,3,"Brachialis, Brachioradialis"
Arm Curl,Suspended,Isolated,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body is reclined back. Position palms up or slightly inward.","Keeping body straight, bring handles toward top of shoulders by flexing arms, while keeping elbows pointed forward. Return by straightening arms and repeat.",Biceps,2,"Brachialis, Brachioradialis"
Reverse Curl,Barbell,Isolated,Grasp bar with shoulder width overhand grip.,"With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.",Forearm,2,"Brachioradialis, Brachialis"
Hammer Curl,Cable,Isolated,Grasp cable rope with palms facing inward. Stand upright with arms straight down to sides.,"With elbows to side, raise rope forward and upward with both arms until forearms are vertical. Lower until arms are fully extended. Repeat.",Forearm,2,"Brachioradialis, Brachialis"
